production_id,plant_id,production_date,product_code,target_strength_mpa,volume_m3,cement_kg_m3,water_l_m3,fine_aggregate_kg_m3,coarse_aggregate_kg_m3,moisture_pct,process_efficiency,material_cost_cad
PRD0006164,PLT006,2025-04-02,C40,40,154.84,371.88,164.09,750.51,1024.85,5.61,0.841,36706.0
PRD0006165,PLT006,2025-04-02,C25,25,61.77,267.91,179.12,768.33,985.99,2.59,0.923,11647.33
PRD0006166,PLT006,2025-04-02,C40,40,136.07,361.63,163.28,776.6,978.8,3.84,0.9478,31429.73
PRD0006167,PLT006,2025-04-03,C25,25,125.87,253.49,178.15,770.73,1012.55,5.33,0.8344,24249.5
PRD0006168,PLT006,2025-04-03,C35,35,78.18,326.28,167.01,759.13,1029.52,4.8,0.9065,16962.28
PRD0006169,PLT006,2025-04-03,C35,35,131.44,323.69,173.44,742.79,955.22,5.06,0.9624,28128.57
PRD0006170,PLT006,2025-04-03,C30,30,84.56,306.63,178.4,742.41,997.57,4.7,0.9037,17146.15
PRD0006171,PLT006,2025-04-04,C30,30,78.78,305.15,170.07,775.36,1004.54,4.29,0.9291,15875.39
PRD0006172,PLT006,2025-04-04,C40,40,61.12,359.15,168.35,757.17,994.35,4.58,0.9069,14260.78
PRD0006173,PLT006,2025-04-04,C30,30,97.38,290.86,169.19,762.54,1035.9,3.74,0.98,19377.13
PRD0006174,PLT006,2025-04-04,C30,30,74.81,302.74,173.56,760.1,1034.19,4.1,0.9264,15085.68
PRD0006175,PLT006,2025-04-05,C25,25,101.0,257.12,180.65,747.54,1026.99,5.96,0.8678,19302.71
PRD0006176,PLT006,2025-04-05,C30,30,119.5,292.61,179.06,739.68,992.28,5.68,0.899,24257.74
PRD0006177,PLT006,2025-04-05,C35,35,116.78,331.83,171.84,730.15,979.79,1.9,0.8882,25449.24
PRD0006178,PLT006,2025-04-06,C30,30,103.76,304.56,176.72,795.73,1004.64,5.42,0.9326,20890.41
PRD0006179,PLT006,2025-04-06,C35,35,77.41,326.25,164.1,797.88,965.8,4.87,0.9083,16786.22
PRD0006180,PLT006,2025-04-06,C30,30,122.09,297.47,174.83,780.03,1016.91,4.15,0.9548,24447.58
PRD0006181,PLT006,2025-04-06,C35,35,164.36,328.14,167.48,739.0,1044.94,2.46,0.8765,35919.82
PRD0006182,PLT006,2025-04-07,C35,35,107.81,334.07,164.21,742.77,1058.63,3.3,0.9361,23221.74
PRD0006183,PLT006,2025-04-07,C30,30,101.93,304.61,176.37,759.94,1070.26,4.06,0.98,20282.28
PRD0006184,PLT006,2025-04-08,C25,25,72.19,255.2,187.09,789.3,980.32,5.54,0.8893,13725.12
PRD0006185,PLT006,2025-04-08,C35,35,76.32,322.36,171.29,784.37,983.38,6.13,0.9094,16545.48
PRD0006186,PLT006,2025-04-08,C35,35,121.47,328.89,170.98,706.92,1018.1,4.86,0.9184,26276.03
PRD0006187,PLT006,2025-04-08,C25,25,110.69,253.26,179.6,754.09,1024.44,3.78,0.8742,21120.69
PRD0006188,PLT006,2025-04-08,C40,40,91.13,363.63,165.23,756.03,1059.9,4.25,0.9148,21219.99
PRD0006189,PLT006,2025-04-09,C35,35,99.67,319.56,168.12,778.19,1082.73,3.11,0.9443,21424.29
PRD0006190,PLT006,2025-04-09,C40,40,72.45,370.42,152.92,787.23,1024.43,3.39,0.9215,16841.77
PRD0006191,PLT006,2025-04-09,C40,40,55.0,366.86,159.25,758.95,996.95,6.11,0.897,12862.79
PRD0006192,PLT006,2025-04-09,C40,40,110.67,363.74,158.43,726.85,978.75,3.18,0.8685,26062.53
PRD0006193,PLT006,2025-04-09,C25,25,116.25,261.5,180.63,720.65,1012.45,3.92,0.917,21952.45
PRD0006194,PLT006,2025-04-10,C40,40,90.08,365.48,154.88,760.62,1004.6,6.08,0.9139,20981.49
PRD0006195,PLT006,2025-04-10,C35,35,115.69,328.35,172.81,758.03,1017.31,2.4,0.8815,25253.59
PRD0006196,PLT006,2025-04-11,C25,25,87.03,263.46,175.87,712.54,1029.76,5.92,0.9226,16412.05
PRD0006197,PLT006,2025-04-11,C25,25,118.13,264.92,179.35,740.69,1021.79,5.1,0.8998,22401.11
PRD0006198,PLT006,2025-04-11,C25,25,151.6,266.26,179.85,772.44,997.52,3.92,0.9406,28463.03
PRD0006199,PLT006,2025-04-11,C25,25,76.4,247.81,183.49,736.24,1025.42,5.2,0.9452,14328.54
PRD0006200,PLT006,2025-04-11,C40,40,57.34,368.36,157.91,759.87,1042.73,2.81,0.8925,13425.21
PRD0006201,PLT006,2025-04-12,C30,30,84.26,308.17,176.68,733.33,1034.05,5.64,0.9239,17001.57
PRD0006202,PLT006,2025-04-12,C40,40,150.63,360.34,156.4,761.64,1027.58,4.98,0.888,35306.2
PRD0006203,PLT006,2025-04-12,C30,30,155.56,294.03,171.76,805.54,1010.16,4.0,0.8349,32071.79
PRD0006204,PLT006,2025-04-12,C25,25,100.33,268.62,181.38,745.76,1026.44,5.43,0.8845,19096.29
PRD0006205,PLT006,2025-04-14,C25,25,122.02,256.83,184.78,771.34,1064.03,5.28,0.9399,22913.38
PRD0006206,PLT006,2025-04-14,C30,30,97.39,302.27,174.36,767.03,985.42,3.39,0.8777,19873.41
PRD0006207,PLT006,2025-04-15,C25,25,151.37,259.62,189.85,766.76,1004.66,4.94,0.8787,28853.57
PRD0006208,PLT006,2025-04-15,C25,25,105.53,252.37,179.34,767.57,1015.15,4.01,0.9268,19880.52
PRD0006209,PLT006,2025-04-15,C30,30,143.98,299.74,183.98,784.68,996.95,2.27,0.9272,29026.83
PRD0006210,PLT006,2025-04-15,C30,30,140.84,302.13,172.17,775.88,1004.15,4.19,0.9206,28439.68
PRD0006211,PLT006,2025-04-15,C30,30,152.42,306.24,175.24,760.85,1032.73,3.47,0.9578,30497.62
PRD0006212,PLT006,2025-04-16,C25,25,116.27,252.99,179.9,762.45,1036.74,4.95,0.9038,22026.96
PRD0006213,PLT006,2025-04-16,C25,25,126.51,261.12,181.37,776.8,1059.37,6.2,0.9346,23786.46
PRD0006214,PLT006,2025-04-17,C35,35,127.58,327.86,167.36,793.09,1051.25,5.17,0.9016,27713.36
PRD0006215,PLT006,2025-04-17,C35,35,116.04,330.03,168.17,690.09,1003.84,4.58,0.98,24724.09
PRD0006216,PLT006,2025-04-17,C35,35,91.66,335.65,167.77,802.99,995.6,6.94,0.8841,19995.46
PRD0006217,PLT006,2025-04-17,C35,35,132.21,331.34,163.62,793.21,1014.43,4.47,0.8956,28760.57
PRD0006218,PLT006,2025-04-17,C35,35,55.0,326.93,165.17,713.24,1013.37,3.22,0.9059,11934.35
PRD0006219,PLT006,2025-04-18,C25,25,131.28,253.74,180.46,765.88,1066.95,4.62,0.8432,25238.84
PRD0006220,PLT006,2025-04-18,C40,40,97.11,358.41,160.99,740.11,1001.76,4.33,0.9083,22648.34
PRD0006221,PLT006,2025-04-18,C25,25,115.21,257.31,177.49,757.25,999.27,5.31,0.9563,21547.42
PRD0006222,PLT006,2025-04-18,C30,30,84.25,299.89,166.96,728.09,1000.53,4.87,0.8792,17184.76
PRD0006223,PLT006,2025-04-18,C30,30,123.57,300.64,174.02,796.01,992.7,5.03,0.9027,25061.79
PRD0006224,PLT006,2025-04-19,C30,30,85.96,299.72,177.66,787.48,969.63,4.48,0.9078,17411.93
PRD0006225,PLT006,2025-04-19,C35,35,124.37,328.56,169.61,809.65,1015.43,2.06,0.905,26991.71
PRD0006226,PLT006,2025-04-19,C25,25,66.13,265.21,173.96,768.11,1007.36,5.46,0.8919,12564.91
PRD0006227,PLT006,2025-04-20,C25,25,99.26,258.16,179.4,828.0,991.51,4.05,0.87,18960.33
PRD0006228,PLT006,2025-04-20,C40,40,144.68,357.62,157.13,788.88,991.6,5.48,0.8932,33867.83
PRD0006229,PLT006,2025-04-20,C25,25,82.37,257.58,177.99,783.53,993.71,6.05,0.9149,15562.3
PRD0006230,PLT006,2025-04-21,C30,30,110.23,300.03,167.77,747.39,1045.6,5.2,0.8754,22504.65
PRD0006231,PLT006,2025-04-21,C25,25,116.91,267.5,180.37,771.2,990.02,3.61,0.9187,22068.64
PRD0006232,PLT006,2025-04-21,C30,30,97.72,299.42,171.27,784.26,1023.87,4.71,0.9379,19649.18
PRD0006233,PLT006,2025-04-21,C40,40,134.47,365.12,166.8,807.32,983.44,6.46,0.8972,31446.72
PRD0006234,PLT006,2025-04-22,C40,40,103.96,373.7,157.01,743.93,1021.14,4.87,0.886,24379.46
PRD0006235,PLT006,2025-04-22,C40,40,120.96,379.53,154.23,760.66,1057.31,3.54,0.93,28062.34
PRD0006236,PLT006,2025-04-22,C25,25,155.85,250.32,184.95,756.65,1023.41,4.1,0.9679,29063.17
PRD0006237,PLT006,2025-04-22,C35,35,77.49,325.36,164.29,720.83,987.39,4.35,0.885,16901.24
PRD0006238,PLT006,2025-04-22,C25,25,89.48,264.5,178.88,765.87,1000.92,1.5,0.9087,16931.18
PRD0006239,PLT006,2025-04-23,C30,30,126.39,303.47,175.95,725.69,1010.36,4.47,0.9478,25352.13
PRD0006240,PLT006,2025-04-23,C30,30,130.47,294.95,176.52,731.05,1067.4,1.5,0.96,26092.19
PRD0006241,PLT006,2025-04-24,C35,35,122.34,331.63,167.21,769.31,1045.99,2.72,0.8635,26821.63
PRD0006242,PLT006,2025-04-24,C35,35,137.24,320.47,164.43,788.79,992.38,5.03,0.8552,30147.85
PRD0006243,PLT006,2025-04-25,C40,40,95.63,358.77,163.6,771.28,1019.54,5.84,0.9291,22190.76
PRD0006244,PLT006,2025-04-25,C35,35,91.04,325.84,166.46,770.29,1005.23,6.09,0.9356,19610.62
PRD0006245,PLT006,2025-04-25,C30,30,82.26,299.35,176.91,742.0,999.87,3.11,0.8731,16803.95
PRD0006246,PLT006,2025-04-26,C25,25,92.31,265.28,185.0,730.74,1049.87,3.58,0.8621,17666.73
PRD0006247,PLT006,2025-04-26,C40,40,115.23,369.3,159.9,736.48,1011.67,3.71,0.9083,26874.56
PRD0006248,PLT006,2025-04-26,C35,35,98.71,328.01,171.88,776.62,1031.05,2.29,0.8476,21724.04
PRD0006249,PLT006,2025-04-26,C25,25,135.67,257.95,174.32,779.07,1015.48,6.26,0.8847,25821.63
PRD0006250,PLT006,2025-04-26,C25,25,91.04,256.37,169.85,798.45,1060.23,4.58,0.9263,17152.94
PRD0006251,PLT006,2025-04-27,C40,40,119.64,369.44,157.55,750.2,1042.19,3.94,0.87,28164.03
PRD0006252,PLT006,2025-04-27,C25,25,132.59,258.67,181.15,710.06,1002.91,5.22,0.9273,24974.2
PRD0006253,PLT006,2025-04-27,C30,30,77.24,296.69,169.66,750.91,1026.82,5.11,0.9077,15646.58
PRD0006254,PLT006,2025-04-27,C40,40,126.56,360.85,160.19,776.07,1049.62,3.21,0.9143,29474.4
PRD0006255,PLT006,2025-04-28,C35,35,129.88,320.86,169.29,741.11,1012.42,4.07,0.9143,28124.28
PRD0006256,PLT006,2025-04-28,C25,25,73.2,247.39,175.8,810.04,1009.18,6.21,0.8816,13942.79
PRD0006257,PLT006,2025-04-28,C25,25,169.14,255.51,176.4,724.73,1073.29,4.91,0.9142,31961.38
PRD0006258,PLT006,2025-04-29,C25,25,139.02,261.43,188.13,764.91,1042.19,3.99,0.98,25848.05
PRD0006259,PLT006,2025-04-29,C30,30,109.01,297.57,171.5,786.79,1024.26,5.12,0.8758,22254.23
PRD0006260,PLT006,2025-04-30,C30,30,105.86,296.57,183.61,746.77,1038.97,3.22,0.8348,21825.06
PRD0006261,PLT006,2025-04-30,C40,40,121.22,370.28,160.77,738.84,1033.35,4.34,0.9236,28165.76
PRD0006262,PLT006,2025-04-30,C40,40,142.7,357.53,162.68,773.49,1025.85,4.55,0.8902,33429.47
PRD0006263,PLT006,2025-05-01,C25,25,119.41,258.5,183.93,774.15,993.39,3.78,0.8651,22836.11
PRD0006264,PLT006,2025-05-01,C40,40,94.66,362.14,157.05,758.13,1041.07,5.95,0.8524,22378.32
PRD0006265,PLT006,2025-05-01,C25,25,101.57,257.11,180.08,711.31,1008.97,4.54,0.8735,19385.67
PRD0006266,PLT006,2025-05-02,C30,30,74.04,302.73,176.25,777.51,1041.73,3.61,0.9687,14775.08
PRD0006267,PLT006,2025-05-02,C30,30,125.03,297.89,177.4,734.18,1009.4,5.24,0.8821,25485.23
PRD0006268,PLT006,2025-05-03,C40,40,111.38,372.69,158.25,755.63,1045.58,7.01,0.9202,25900.2
PRD0006269,PLT006,2025-05-03,C40,40,92.66,361.94,158.7,737.04,1011.19,5.56,0.9451,21416.38
PRD0006270,PLT006,2025-05-03,C30,30,109.96,308.13,173.89,765.85,1037.6,4.02,0.903,22299.12
PRD0006271,PLT006,2025-05-03,C30,30,108.12,312.03,172.88,761.95,973.77,3.97,0.9247,21810.41
PRD0006272,PLT006,2025-05-04,C35,35,135.52,338.56,168.76,744.53,1053.1,6.18,0.9606,29013.57
PRD0006273,PLT006,2025-05-04,C25,25,122.87,265.78,183.45,749.51,953.31,4.81,0.9044,23274.19
PRD0006274,PLT006,2025-05-05,C30,30,161.46,304.58,172.89,769.7,981.47,3.13,0.8338,33297.86
PRD0006275,PLT006,2025-05-05,C35,35,95.83,332.79,165.62,752.48,1037.27,2.53,0.8726,20963.83
PRD0006276,PLT006,2025-05-05,C35,35,122.81,333.11,170.31,747.56,1067.24,4.75,0.9529,26342.22
PRD0006277,PLT006,2025-05-05,C30,30,135.68,309.05,171.37,765.39,991.39,1.97,0.9149,27436.68
PRD0006278,PLT006,2025-05-06,C25,25,103.04,263.37,179.43,787.53,964.9,3.72,0.8748,19659.5
PRD0006279,PLT006,2025-05-06,C30,30,102.38,303.45,180.54,755.5,1043.54,5.85,0.9459,20544.65
PRD0006280,PLT006,2025-05-06,C30,30,118.53,301.73,180.75,818.71,964.9,3.86,0.8737,24209.49
PRD0006281,PLT006,2025-05-06,C35,35,121.83,333.71,175.01,754.57,1036.37,4.15,0.9168,26364.12
PRD0006282,PLT006,2025-05-06,C25,25,114.79,258.57,182.42,810.89,961.32,4.39,0.8841,21851.57
PRD0006283,PLT006,2025-05-07,C30,30,98.55,298.69,180.96,776.73,993.07,2.96,0.9125,19940.08
PRD0006284,PLT006,2025-05-07,C25,25,156.83,261.24,178.96,744.79,965.65,2.86,0.8808,29877.73
PRD0006285,PLT006,2025-05-08,C40,40,149.3,364.11,158.43,776.57,1072.77,2.34,0.9545,34426.09
PRD0006286,PLT006,2025-05-08,C30,30,94.61,302.35,174.56,756.43,1048.39,2.14,0.9624,18909.06
PRD0006287,PLT006,2025-05-09,C40,40,118.0,363.82,154.36,748.0,996.81,6.3,0.8582,27858.44
PRD0006288,PLT006,2025-05-09,C30,30,120.73,301.71,167.25,757.57,982.51,3.46,0.9116,24433.37
PRD0006289,PLT006,2025-05-09,C25,25,113.53,258.11,167.51,790.25,1045.18,3.95,0.945,21292.0
PRD0006290,PLT006,2025-05-09,C30,30,141.7,300.04,173.84,771.44,1025.64,4.51,0.9206,28613.41
PRD0006291,PLT006,2025-05-11,C40,40,84.87,354.82,154.74,766.75,1049.4,3.54,0.8882,19890.07
PRD0006292,PLT006,2025-05-11,C30,30,131.43,307.0,174.88,716.59,1033.78,4.18,0.9312,26471.61
PRD0006293,PLT006,2025-05-11,C25,25,134.94,259.25,180.71,798.75,1060.39,3.69,0.8411,25956.19
PRD0006294,PLT006,2025-05-12,C35,35,111.34,330.76,169.0,695.68,1066.37,5.07,0.8814,24304.95
PRD0006295,PLT006,2025-05-12,C25,25,111.53,257.89,180.97,783.62,981.96,4.34,0.9725,20774.12
PRD0006296,PLT006,2025-05-12,C35,35,88.1,323.56,170.74,813.92,1028.56,2.99,0.9482,18920.23
PRD0006297,PLT006,2025-05-12,C35,35,154.59,325.71,167.28,765.6,1021.47,2.07,0.894,33640.76
PRD0006298,PLT006,2025-05-12,C35,35,98.56,326.26,165.15,779.66,1003.21,5.07,0.906,21385.56
PRD0006299,PLT006,2025-05-13,C35,35,140.16,319.44,169.92,741.73,1021.43,5.08,0.9093,30386.79
PRD0006300,PLT006,2025-05-13,C35,35,77.16,332.28,167.89,727.38,1015.15,3.34,0.8598,16932.13
PRD0006301,PLT006,2025-05-13,C35,35,126.67,326.03,171.97,741.76,1018.09,5.46,0.864,27766.52
PRD0006302,PLT006,2025-05-13,C35,35,106.69,329.9,161.54,759.04,1056.69,4.47,0.9116,23117.66
PRD0006303,PLT006,2025-05-13,C40,40,121.06,351.38,155.9,739.47,982.13,2.4,0.8561,28593.77
PRD0006304,PLT006,2025-05-14,C35,35,133.35,332.35,169.26,761.52,1027.6,6.04,0.8102,29611.05
PRD0006305,PLT006,2025-05-14,C35,35,70.48,326.6,171.71,745.65,992.07,2.95,0.98,15016.8
PRD0006306,PLT006,2025-05-14,C40,40,125.53,366.98,167.01,723.99,1004.25,4.57,0.9238,29164.69
PRD0006307,PLT006,2025-05-14,C40,40,124.45,361.36,154.51,784.21,1060.58,3.75,0.8547,29405.79
PRD0006308,PLT006,2025-05-14,C40,40,88.37,367.19,154.94,762.5,1003.4,5.28,0.9206,20549.22
PRD0006309,PLT006,2025-05-15,C35,35,67.98,326.81,167.13,774.2,1077.66,4.71,0.9194,14702.39
PRD0006310,PLT006,2025-05-15,C30,30,112.0,300.63,173.45,775.98,1059.02,5.82,0.9111,22667.98
PRD0006311,PLT006,2025-05-15,C40,40,120.98,353.86,159.82,749.67,1030.5,5.75,0.851,28610.17
PRD0006312,PLT006,2025-05-15,C25,25,116.31,255.65,180.1,729.73,1046.99,6.79,0.8796,22165.31
PRD0006313,PLT006,2025-05-16,C40,40,136.47,373.22,162.51,767.09,1011.25,3.79,0.8565,32230.61
PRD0006314,PLT006,2025-05-16,C25,25,108.01,258.77,179.12,762.72,1016.77,2.38,0.8603,20679.8
PRD0006315,PLT006,2025-05-17,C35,35,103.7,325.65,168.9,740.93,1021.59,2.82,0.9154,22449.24
PRD0006316,PLT006,2025-05-17,C40,40,106.89,363.53,157.47,775.66,1042.03,6.94,0.9343,24770.54
PRD0006317,PLT006,2025-05-17,C40,40,117.63,366.33,164.2,796.54,1045.69,3.65,0.9258,27317.08
PRD0006318,PLT006,2025-05-17,C35,35,115.81,326.7,165.56,730.47,1043.76,2.83,0.9131,25084.55
PRD0006319,PLT006,2025-05-17,C30,30,122.82,307.54,170.03,759.92,948.2,4.26,0.8964,24947.56
PRD0006320,PLT006,2025-05-18,C35,35,103.88,329.3,163.65,749.53,1000.85,4.88,0.8824,22670.62
PRD0006321,PLT006,2025-05-18,C35,35,113.73,322.47,171.61,748.3,1012.75,3.67,0.921,24586.82
PRD0006322,PLT006,2025-05-18,C30,30,113.81,307.84,165.01,748.78,1037.63,4.97,0.8734,23248.09
PRD0006323,PLT006,2025-05-18,C25,25,106.41,261.89,175.47,784.76,1063.21,3.99,0.8967,20194.47
PRD0006324,PLT006,2025-05-19,C30,30,100.84,298.94,175.25,730.35,1005.93,5.4,0.9338,20295.63
PRD0006325,PLT006,2025-05-19,C25,25,103.31,254.85,184.48,715.97,989.5,5.65,0.9519,19341.73
PRD0006326,PLT006,2025-05-19,C35,35,98.62,334.66,162.18,757.03,1011.8,3.67,0.9144,21355.3
PRD0006327,PLT006,2025-05-19,C40,40,112.78,377.0,165.97,784.12,1007.62,3.84,0.8802,26483.09
PRD0006328,PLT006,2025-05-19,C40,40,135.97,361.52,158.3,746.85,1015.33,3.23,0.8455,32197.75
PRD0006329,PLT006,2025-05-20,C30,30,124.41,303.77,180.69,756.93,990.27,3.71,0.9657,24844.21
PRD0006330,PLT006,2025-05-20,C35,35,149.09,334.97,159.54,743.56,1044.61,3.42,0.9462,32033.16
PRD0006331,PLT006,2025-05-21,C30,30,91.16,292.33,171.77,751.49,1000.21,5.59,0.8861,18562.82
PRD0006332,PLT006,2025-05-21,C30,30,119.03,304.9,179.13,789.9,1035.41,5.2,0.9358,23944.97
PRD0006333,PLT006,2025-05-22,C30,30,127.62,292.69,180.03,767.16,1006.04,4.87,0.9504,25581.99
PRD0006334,PLT006,2025-05-22,C25,25,100.61,253.09,183.5,754.2,1035.65,3.87,0.9261,18957.23
PRD0006335,PLT006,2025-05-23,C40,40,109.92,363.25,152.93,766.87,1019.4,5.03,0.9027,25670.91
PRD0006336,PLT006,2025-05-23,C40,40,84.41,370.77,160.19,800.39,1012.73,5.96,0.9465,19503.81
PRD0006337,PLT006,2025-05-23,C25,25,83.72,258.28,168.31,755.45,1010.57,4.38,0.867,16002.61
PRD0006338,PLT006,2025-05-24,C30,30,92.8,301.83,174.88,753.25,1024.88,5.72,0.9469,18617.85
PRD0006339,PLT006,2025-05-24,C35,35,149.6,324.88,169.84,772.54,1027.82,5.79,0.9117,32415.23
PRD0006340,PLT006,2025-05-24,C40,40,113.75,359.73,156.9,754.54,1036.31,2.32,0.8911,26640.65
PRD0006341,PLT006,2025-05-25,C40,40,146.89,363.02,157.46,771.29,996.17,2.41,0.8896,34416.2
PRD0006342,PLT006,2025-05-25,C35,35,73.61,329.74,168.72,761.28,1016.1,4.2,0.8421,16220.74
PRD0006343,PLT006,2025-05-26,C35,35,120.63,336.36,162.19,790.46,958.61,4.22,0.98,25701.56
PRD0006344,PLT006,2025-05-26,C40,40,111.94,355.88,156.94,733.81,1007.05,6.9,0.9435,25882.29
PRD0006345,PLT006,2025-05-26,C30,30,104.18,297.79,177.82,767.83,996.77,4.06,0.8825,21234.59
PRD0006346,PLT006,2025-05-27,C35,35,94.57,340.58,174.43,788.31,1051.91,4.5,0.901,20545.5
PRD0006347,PLT006,2025-05-27,C30,30,76.67,297.93,181.84,789.86,1071.71,5.29,0.8937,15584.42
PRD0006348,PLT006,2025-05-27,C25,25,122.04,258.73,172.64,818.32,989.77,4.39,0.9166,23047.77
PRD0006349,PLT006,2025-05-28,C25,25,93.47,265.78,184.68,740.77,1009.23,4.22,0.9057,17700.04
PRD0006350,PLT006,2025-05-28,C30,30,104.29,294.32,183.51,745.05,1016.15,3.43,0.909,21120.07
PRD0006351,PLT006,2025-05-29,C40,40,98.17,365.81,164.2,777.65,983.04,3.65,0.9248,22802.85
PRD0006352,PLT006,2025-05-29,C25,25,128.0,269.54,183.88,746.42,984.89,2.43,0.8906,24327.7
PRD0006353,PLT006,2025-05-29,C30,30,145.96,299.12,169.5,757.15,1023.2,2.6,0.8547,29948.94
PRD0006354,PLT006,2025-05-30,C25,25,110.95,260.72,177.48,791.81,1020.3,2.87,0.8462,21315.14
PRD0006355,PLT006,2025-05-30,C25,25,105.51,254.63,177.8,758.24,1056.05,5.76,0.9229,19895.2
PRD0006356,PLT006,2025-05-31,C40,40,81.98,355.46,162.02,798.19,996.61,5.3,0.98,18784.47
PRD0006357,PLT006,2025-05-31,C40,40,103.09,367.08,165.4,771.18,1001.43,1.52,0.8836,24189.13
PRD0006358,PLT006,2025-05-31,C25,25,142.4,266.74,174.38,747.66,1002.76,4.91,0.8969,27023.31
PRD0006359,PLT006,2025-05-31,C40,40,128.98,360.01,161.41,790.2,1030.95,5.6,0.8873,30236.01
PRD0006360,PLT006,2025-05-31,C30,30,116.61,299.4,173.09,767.54,1017.98,4.84,0.9322,23480.3
PRD0006361,PLT006,2025-06-02,C35,35,119.92,329.47,169.93,774.56,1024.46,4.09,0.8884,26133.07
PRD0006362,PLT006,2025-06-02,C30,30,121.63,304.03,171.67,763.6,1030.57,3.17,0.8937,24721.46
PRD0006363,PLT006,2025-06-02,C25,25,111.13,263.1,177.97,757.15,1040.36,4.77,0.8681,21237.89
PRD0006364,PLT006,2025-06-02,C25,25,79.99,259.56,177.5,778.56,984.42,4.07,0.9203,15093.98
PRD0006365,PLT006,2025-06-02,C35,35,93.28,328.26,165.43,733.06,1016.21,3.85,0.8617,20458.48
PRD0006366,PLT006,2025-06-03,C25,25,117.97,250.89,177.99,793.55,1039.43,3.19,0.8339,22729.8
PRD0006367,PLT006,2025-06-03,C40,40,74.62,361.35,156.95,744.6,1020.97,3.82,0.9198,17355.76
PRD0006368,PLT006,2025-06-03,C30,30,109.27,306.28,173.2,762.8,1045.33,5.55,0.8972,22192.22
PRD0006369,PLT006,2025-06-03,C25,25,132.36,254.94,173.4,729.15,1010.8,4.77,0.9226,24959.75
PRD0006370,PLT006,2025-06-03,C35,35,105.45,319.2,163.67,750.23,1069.63,4.15,0.8919,22960.08
PRD0006371,PLT006,2025-06-04,C35,35,94.04,332.86,167.15,775.71,981.22,3.46,0.8787,20541.27
PRD0006372,PLT006,2025-06-04,C40,40,85.57,359.88,165.03,777.86,1034.83,4.91,0.9203,19897.61
PRD0006373,PLT006,2025-06-04,C25,25,115.9,260.2,178.35,769.57,991.65,6.78,0.9091,21928.29
PRD0006374,PLT006,2025-06-04,C25,25,135.3,259.61,178.19,789.8,1024.75,2.74,0.9042,25629.59
PRD0006375,PLT006,2025-06-05,C25,25,75.81,262.16,180.82,796.78,1042.25,4.54,0.8873,14419.53
PRD0006376,PLT006,2025-06-05,C35,35,118.57,337.07,169.19,772.81,1040.62,3.43,0.9251,25608.24
PRD0006377,PLT006,2025-06-05,C40,40,158.58,368.35,163.33,755.49,968.47,3.48,0.8866,37181.65
PRD0006378,PLT006,2025-06-05,C25,25,116.44,252.96,171.9,807.88,995.07,4.41,0.8942,22110.81
PRD0006379,PLT006,2025-06-05,C30,30,138.52,294.99,174.91,740.9,1012.49,5.02,0.8684,28330.32
PRD0006380,PLT006,2025-06-06,C40,40,81.93,370.82,161.41,775.18,1006.07,4.66,0.912,19091.1
PRD0006381,PLT006,2025-06-06,C35,35,135.57,326.35,169.59,748.17,995.58,3.35,0.828,29976.53
PRD0006382,PLT006,2025-06-06,C35,35,80.04,335.51,170.61,802.72,952.78,3.56,0.8579,17570.89
PRD0006383,PLT006,2025-06-06,C25,25,78.72,259.56,178.35,730.04,1027.5,3.69,0.8903,14962.67
PRD0006384,PLT006,2025-06-09,C40,40,93.99,366.84,156.85,762.25,1021.47,5.92,0.8608,22176.69
PRD0006385,PLT006,2025-06-09,C35,35,153.46,327.72,170.38,757.35,1003.15,4.83,0.9169,33209.73
PRD0006386,PLT006,2025-06-09,C30,30,130.2,300.33,174.13,756.28,1073.3,5.08,0.8716,26607.21
PRD0006387,PLT006,2025-06-09,C35,35,98.09,318.95,170.4,767.86,963.63,6.42,0.9314,21151.48
PRD0006388,PLT006,2025-06-09,C30,30,142.24,297.12,178.91,803.1,1076.78,4.17,0.9289,28663.24
PRD0006389,PLT006,2025-06-10,C35,35,81.94,326.1,162.83,749.15,1018.19,4.7,0.9546,17568.68
PRD0006390,PLT006,2025-06-10,C35,35,101.47,336.54,165.72,744.85,1036.6,6.33,0.9602,21726.4
PRD0006391,PLT006,2025-06-11,C40,40,119.34,371.56,158.39,740.73,999.68,4.95,0.8622,28146.92
PRD0006392,PLT006,2025-06-11,C40,40,114.55,366.69,162.09,791.35,956.15,6.01,0.9533,26422.08
PRD0006393,PLT006,2025-06-11,C35,35,123.12,332.83,168.35,737.47,1021.62,5.57,0.8474,27097.06
PRD0006394,PLT006,2025-06-11,C35,35,82.02,326.47,165.35,741.41,978.12,2.81,0.9391,17652.59
PRD0006395,PLT006,2025-06-11,C25,25,133.99,254.57,182.19,751.41,1048.91,3.24,0.8979,25421.67
PRD0006396,PLT006,2025-06-12,C25,25,126.08,262.08,182.22,763.82,961.62,4.18,0.8563,24163.88
PRD0006397,PLT006,2025-06-12,C30,30,107.3,300.51,167.45,719.2,1026.29,4.99,0.9036,21756.77
PRD0006398,PLT006,2025-06-13,C25,25,107.62,262.93,181.32,729.68,1035.85,3.91,0.918,20316.9
PRD0006399,PLT006,2025-06-13,C40,40,80.5,366.65,156.05,750.4,1083.88,6.17,0.9392,18633.58
PRD0006400,PLT006,2025-06-13,C40,40,100.71,370.14,163.5,757.88,976.61,5.65,0.816,24017.41
